OBJECTID,FacilityID,Installati,OWNER,OPERATINGC,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
957,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79891234,-88.13083951
958,T3-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.799773,-88.13083562
959,T3-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79925753,-88.13083984
960,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79912984,-88.13211968
961,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79995405,-88.13197951
962,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79911416,-88.13358575
963,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79952564,-88.13358942
964,T3-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79993889,-88.13371259
965,T3-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79990177,-88.13314687
966,T3-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79990973,-88.1325734
967,T4-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80116495,-88.13379758
968,T5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80082405,-88.13196399
969,T5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80082187,-88.13123145
970,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8008229,-88.13252374
971,T4-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80082047,-88.13308089
972,T3-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80021583,-88.13084201
973,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79791117,-88.14027998
974,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79812823,-88.14019646
975,T1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7979298,-88.1397186
976,T6-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79827428,-88.13883238
977,T6-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79875844,-88.13845906
978,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79915805,-88.13833673
979,T3-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79955943,-88.13821404
980,T3-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79990497,-88.13797344
981,T3-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7999455,-88.13742646
982,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79998553,-88.13688019
983,T4-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80016711,-88.13621333
984,T4-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80007704,-88.13556155
985,T5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80040682,-88.13474356
986,T6-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80099662,-88.13501498
987,T6-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80105088,-88.13576409
988,T7-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80101186,-88.1367639
989,T7-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80091461,-88.13701048
990,T7-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8008679,-88.1376287
991,T8-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80080502,-88.13844445
992,T9-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80026753,-88.13925691
993,T9-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79989376,-88.13940194
994,T9-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79949186,-88.13952154
995,T10-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79928137,-88.13958828
996,T10-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79886538,-88.1399329
997,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79849797,-88.14211855
998,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79834057,-88.14179081
999,T2-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79835373,-88.14125504
1000,T2-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79806738,-88.14137228
1001,T11-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79930788,-88.14078337
1002,T11-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79907813,-88.14090759
1003,T11-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79933528,-88.14159099
1004,T11-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79932759,-88.14175052
1005,T14-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80089718,-88.14015397
1006,T14-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80052261,-88.14052952
1007,T14-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79994493,-88.1405653
1008,T14-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80017503,-88.14049455
1009,T12-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8005447,-88.14116646
1010,T12-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79986347,-88.14183207
1011,T5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80153621,-88.14090994
1012,T5-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8015775,-88.14035744
1013,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80162297,-88.13973706
1014,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80166395,-88.13914831
1015,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8017259,-88.13804738
1016,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80176345,-88.13749951
1017,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80180967,-88.13695443
1018,T3-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80184935,-88.13640907
1019,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80191607,-88.13560257
1020,T4-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80186701,-88.13488659
1021,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80458212,-88.1443257
1022,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80538584,-88.14357765
1023,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80361332,-88.12177258
1024,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79555316,-88.12481051
1025,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79586461,-88.12432792
1026,T2-1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79583817,-88.12821843
1027,T2-1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79545363,-88.12820847
1028,T2-1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79506853,-88.12825844
1029,T2-1-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79468369,-88.12826359
1030,T10-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79965529,-88.14548247
1031,T10-J7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80026148,-88.14704909
1032,T10-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79993781,-88.14705447
1033,T5-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79745541,-88.14769042
1034,T5-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79761871,-88.14709344
1035,T1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79575138,-88.14899506
1036,T1-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79492835,-88.14900654
1037,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80263433,-88.14293944
1038,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80248758,-88.14415423
1039,T10-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79962882,-88.14573547
1040,T6-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79728331,-88.14342173
1041,T6-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79819942,-88.1426933
1042,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80323991,-88.15134472
1043,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80336468,-88.15144957
1044,T4-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79933827,-88.13211201
1045,T5-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80045536,-88.13473584
1046,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79784383,-88.14254386
1047,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7943911,-88.14840772
1048,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79781746,-88.14433969
1049,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79573668,-88.14680962
1050,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7963342,-88.14601416
1051,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79041589,-88.14137017
1052,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79129091,-88.1418246
1053,T2-J8,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79496044,-88.14104676
1054,T1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79623735,-88.14035607
1055,T2-1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7964571,-88.14317542
1056,T1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7971795,-88.14313536
1057,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80146978,-88.14176539
1058,T3-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79488723,-88.13515797
1059,T1-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79495574,-88.13938572
1060,T2-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79588469,-88.13514546
1061,T1-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79612882,-88.13877162
1062,T1-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79620018,-88.14005206
1063,T7-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80081417,-88.13810747
1064,T7-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80088697,-88.13735669
1065,T2-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79373371,-88.13302124
1066,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79696226,-88.12737549
1067,T3-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79737523,-88.13243618
1068,T8-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80460157,-88.127653
1069,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80576831,-88.14890088
1070,MH3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8012078,-88.1544159
1071,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79906153,-88.16830766
1072,MH2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79921199,-88.1700739
1073,MH11,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79463951,-88.17163628
1074,MH10,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79511391,-88.17343489
1075,MH9,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79572412,-88.17421523
1076,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80073825,-88.15718828
1077,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80235723,-88.16713662
1078,MH2,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8029194,-88.16713662
1079,MH4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80225364,-88.16063053
1080,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80251298,-88.16410042
1081,MH1,694396800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80373568,-88.17437502
1082,MH8,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79705338,-88.17522784
1083,MH6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79821324,-88.17400702
1084,MH5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79821941,-88.17387049
1085,MH4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79885737,-88.1716802
1086,MH7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79792761,-88.17476797
1087,MH12,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79434387,-88.16810352
1088,MH13,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79412789,-88.16713638
1089,MH14,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79414775,-88.16682299
1090,MH15,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79454422,-88.16429294
1091,MH16,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79457757,-88.16404134
1092,MH1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79855627,-88.17009779
1093,MH4,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79748919,-88.16834445
1094,MH3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79720606,-88.1683662
1095,MH2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79769142,-88.16942701
1096,MH5,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79625335,-88.16815996
1097,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78447644,-88.16703694
1098,MH2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78445418,-88.16738843
1099,MH3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79005821,-88.1644471
1100,MH1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80004022,-88.17141581
1101,MH2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80037796,-88.17258938
1102,MH1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80079911,-88.17444798
1103,MH3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80561305,-88.16192171
1104,MH2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.801329,-88.16232391
1105,MH2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78857707,-88.15767133
1106,MH3,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78272277,-88.17284763
1107,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80115195,-88.15451661
1108,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80576936,-88.14895926
1109,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80343081,-88.15572351
1110,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79927007,-88.15723315
1111,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79922766,-88.17094386
1112,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79540859,-88.17372882
1113,SC1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80141305,-88.17213604
1114,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79423775,-88.17643021
1115,SC3,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79872186,-88.16971245
1116,SC2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79888145,-88.17079657
1117,SC1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80057793,-88.17352174
1118,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79418791,-88.16958669
1119,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80149322,-88.16373644
1120,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80375316,-88.16524061
1121,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78461934,-88.16632554
1122,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80100411,-88.16217807
1123,MH1,726019200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80475218,-88.1759252
1124,SC1J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80561744,-88.14898772
1125,MH1-T2J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79916342,-88.16937634
1126,MH9-T1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79557122,-88.174384
1127,SC2-T1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80107505,-88.16227544
1128,SC1-73J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80208378,-88.1722313
1129,MH-1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8019937,-88.16759305
1130,MH4-J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80220265,-88.16074572
1131,MH3-T2J2,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80255325,-88.16002076
1132,SC1-T4J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8041273,-88.16539182
1133,MH1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80247924,-88.16405425
1134,P13T1J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79990191,-88.16603207
1135,MH7J1,978652800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79806776,-88.17520355
1136,MH4-T1J2,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79758211,-88.16775758
1137,MH5J1,1338595200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79626158,-88.16412763
1138,MH5-J3T7,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79749141,-88.15997944
1139,MH5-J3T8,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7983518,-88.16193073
1140,J2T1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79824115,-88.15886413
1141,T13-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80078803,-88.15885933
1142,MH7J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79754664,-88.17458709
1143,T1-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79920104,-88.15915175
1144,T1-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79918545,-88.16089304
1145,T4-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79918832,-88.16145905
1146,SC1-T1J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78560495,-88.16717161
1147,MH2-T2J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78552014,-88.16841875
1148,MH2-T3J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78547713,-88.16898015
1149,MH2-T3J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.785645,-88.16861107
1150,MH2-T3J4,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78621698,-88.16817469
1151,SC1-T1J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78593636,-88.16726204
1152,MH2-T3J5,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78645634,-88.16813482
1153,MH2-T5J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78854011,-88.16681176
1154,MH1-T3J4,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78589364,-88.16156362
1155,MH2-T2J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78872228,-88.15838067
1156,MH2-T2J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78876935,-88.15888947
1157,T6J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79092775,-88.17514321
1158,T1J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79087954,-88.16776173
1159,SC1-T1J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79371663,-88.16778404
1160,T7-J2,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79425167,-88.15953872
1161,T8-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79346096,-88.1593235
1162,T9-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7922411,-88.16241553
1163,T3J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79623924,-88.17085471
1164,T3J6,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79601585,-88.17176377
1165,TIJ3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79343331,-88.17084544
1166,MH8-T2J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79592743,-88.17534004
1167,T3J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79050669,-88.17643492
1168,T1J1,883785600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79271026,-88.17614812
