OBJECTID,FacilityID,Installati,OWNER,OPERATINGC,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
1560,SC1-T4J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79215978,-88.15948197
1561,T2-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78672201,-88.1624573
1562,T2-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78875734,-88.16895247
1563,T2-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78932495,-88.16931509
1564,T1-J3,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78960644,-88.16888999
1565,T1-J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79035176,-88.16794703
1566,J1,1365206400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79420344,-88.17086101
1567,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78567659,-88.16515739
1568,SC1-T2J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7909689,-88.1616927
1569,SC1T3J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79177023,-88.16023661
1570,MH5-T14J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79605803,-88.15835212
1571,MH1,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77156325,-88.17526534
1572,MH11,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76998164,-88.2039125
1573,MH10,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7694349,-88.20290585
1574,MH2,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76913676,-88.19578941
1575,MH9,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76925688,-88.19564293
1576,MH3,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76769639,-88.1958166
1577,MH4,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76719733,-88.19582255
1578,MH5,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76676683,-88.1958413
1579,MH6,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76653615,-88.19585518
1580,MH8,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76561046,-88.19589483
1581,MH7,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76565926,-88.19585518
1582,MH9,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76930044,-88.19293918
1583,MH6,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76932434,-88.19061375
1584,MH7,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76931726,-88.19143673
1585,MH8,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76930569,-88.19244868
1586,MH3,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.769326,-88.18881931
1587,MH2,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76929754,-88.18755979
1588,MH1,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76951667,-88.18762179
1589,MH3,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77164151,-88.18610985
1590,MH2,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77060278,-88.18608137
1591,MH1,1146873600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77646726,-88.19760109
1592,MH1,1146873600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77642224,-88.19626377
1593,MH1,1146873600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77655126,-88.1959906
1594,MH1,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77130771,-88.19582776
1595,MH1,1146873600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77457231,-88.20327274
1596,MH4,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7693329,-88.18992719
1597,MH5,913334400000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76933258,-88.18998026
1598,MH6-1,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76648427,-88.19512026
1599,MH6-2,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76636659,-88.19511605
1600,MH1,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76339598,-88.19633331
1601,MH9,1275696000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76340883,-88.19619819
1602,MH1,1146873600000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77472478,-88.19365691
1603,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76918489,-88.18650433
1604,SC4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76922328,-88.19563448
1605,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76931948,-88.18758905
1606,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77445501,-88.19577969
1607,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76945853,-88.19899368
1608,SC3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77281909,-88.1988919
1609,SC3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77617696,-88.19873997
1610,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77639291,-88.19768489
1611,SC4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77604626,-88.20114822
1612,SC5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77587355,-88.20227177
1613,SC7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77465617,-88.20322037
1614,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7759808,-88.19577199
1615,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77464784,-88.19279483
1616,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77474441,-88.19173653
1617,MH1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76953862,-88.18575474
1618,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7771623,-88.18636015
1619,SC3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77263582,-88.18608604
1620,SC4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77179559,-88.1860746
1621,SC3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76559108,-88.2012968
1622,SC4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7651515,-88.19796431
1623,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7663547,-88.20230344
1624,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76828942,-88.20313352
1625,SC7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76939354,-88.20300348
1626,MH11-SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77044667,-88.20365815
1627,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76934275,-88.18986166
1628,SC3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76920615,-88.19268175
1629,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76645091,-88.19587832
1630,SC5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7691855,-88.19756848
1631,SC6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76914285,-88.2011825
1632,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77108735,-88.19913268
1633,SC4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77451262,-88.19848495
1634,SC6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7766422,-88.20274758
1635,SC8,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77291688,-88.20317169
1636,SC3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76636729,-88.19474227
1637,SC4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76515466,-88.19592517
1638,SC5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76351659,-88.19593732
1639,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76305406,-88.20021574
1640,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76393335,-88.19240367
1641,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77072819,-88.18393963
1642,SC6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77025112,-88.18662363
1643,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77068997,-88.18294681
1644,SC5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77142907,-88.18605208
1645,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77477859,-88.1865197
1646,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77564221,-88.18810341
1647,SC2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77001121,-88.2054802
1648,SC1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76735056,-88.20557129
1649,SC3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77366665,-88.20549084
1650,SC7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76842239,-88.18659881
1651,SC8,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76751725,-88.18621227
1652,SC9,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76611934,-88.18547078
1653,J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76958476,-88.18612466
1654,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76915225,-88.20105917
1655,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76938944,-88.20106651
1656,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76645008,-88.20313478
1657,SC1-T1J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77137006,-88.18387682
1658,J1,1175731200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77608232,-88.20107669
1659,J1,1175731200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77614117,-88.19884644
1660,S1-T1J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77143921,-88.19580548
1661,J1,1175731200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77472085,-88.19277969
1662,J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77477481,-88.18961269
1663,J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77442811,-88.18687256
1664,J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77443826,-88.18649913
1665,J1,1175731200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.774693,-88.19458482
1666,J1,1175731200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7748836,-88.19338673
1667,J1,1175731200000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7777058,-88.19699908
1668,J1,1390176000000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77797368,-88.19934086
1669,J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77189335,-88.18808393
1670,SC2-T11J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77624257,-88.18269732
1671,SC2-T11J2,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7757634,-88.18273698
1672,SC2-T10J2,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7753529,-88.18269454
1673,SC2-T10J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77494274,-88.18264673
1674,SC2-T9J2,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77453265,-88.18259783
1675,SC2-T9J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77412149,-88.1825659
1676,SC2-TJ2,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77326364,-88.18263265
1677,SC2-T7J2,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77253932,-88.18266775
1678,SC2-T7J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77212357,-88.18266178
1679,SC2-T6J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77170236,-88.18266786
1680,SC2-T7J3,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77258335,-88.18271123
1681,SC2-TJ1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.77367499,-88.1825642
1682,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.76925816,-88.19558596
